182
[(100, 13, 2), (88, 14, 0), (103, 29, 2), (105, 31, 2), (86, 2, 0), (103, 0, 1), (86, 5, 2), (89, 3, 2), (83, 21, 3), (76, 19, 0), (85, 27, 3), (90, 29, 1), (98, 10, 1), (98, 14, 3), (99, 15, 2), (95, 19, 1), (85, 35, 1), (103, 31, 3), (84, 20, 0), (82, 11, 1)]
600 59                     -28.526666666666667 -50 -50 0.0
70600 182.0 181.99217778594496                         182 181.61333333333334 0.9983333333333333
71100 182.0 181.99336849649526                         182 181.61333333333334 0.9983333333333333
71600 182.0 182.0                         182 182 1.0
72100 182.0 181.97605362432887                         182 180.45333333333335 0.9933333333333333
72600 182.0 181.9930637932426                         182 181.22666666666666 0.9966666666666667
73100 182.0 181.99528530596208                         182 181.61333333333334 0.9983333333333333
73600 182.0 181.9840111139367                         182 180.84 0.995
74100 182.0 181.98422421989653                         182 180.84 0.995
74600 182.0 181.99589625215782                         182 181.61333333333334 0.9983333333333333
75100 182.0 181.98428866215798                         182 180.84 0.995
75600 182.0 181.98795969642558                         182 181.61333333333334 0.9983333333333333
76100 182.0 181.9945644166349                         182 181.22666666666666 0.9966666666666667
76600 182.0 181.99050772534125                         182 181.22666666666666 0.9966666666666667
77100 182.0 181.98787066603185                         182 181.61333333333334 0.9983333333333333
77600 182.0 181.97577920464437                         182 180.84 0.995
78100 182.0 181.995167740095                         182 181.22666666666666 0.9966666666666667
78600 182.0 181.98588584571954                         182 181.61333333333334 0.9983333333333333
79100 182.0 181.98668505753776                         182 180.84 0.995
79600 182.0 181.9822855796087                         182 180.84 0.995
80100 182.0 181.99280840297402                         182 180.84 0.995
80600 182.0 181.9906373408861                         182 180.06666666666666 0.9916666666666667
81100 182.0 182.0                         182 182 1.0
81600 182.0 182.0                         182 182 1.0
82100 182.0 181.99593303341888                         182 181.61333333333334 0.9983333333333333
82600 182.0 181.97793066851114                         182 180.06666666666666 0.9916666666666667
83100 182.0 181.98247409634604                         182 181.22666666666666 0.9966666666666667
83600 182.0 181.99723740302383                         182 181.61333333333334 0.9983333333333333
84100 182.0 181.992219615569                         182 181.61166666666668 0.9983333333333333
84600 182.0 181.98752001175325                         182 181.61333333333334 0.9983333333333333
85100 182.0 181.98641686682257                         182 181.22666666666666 0.9966666666666667
85600 182.0 181.99666452661512                         182 181.61333333333334 0.9983333333333333
86100 182.0 181.98865783653156                         182 181.61333333333334 0.9983333333333333
86600 182.0 181.99588215934966                         182 181.61333333333334 0.9983333333333333
87100 182.0 181.99385035706612                         182 181.22666666666666 0.9966666666666667
87600 182.0 181.99386980667953                         182 181.22666666666666 0.9966666666666667
88100 182.0 181.99590023804407                         182 181.61333333333334 0.9983333333333333
88600 182.0 181.98778403903967                         182 181.22666666666666 0.9966666666666667
89100 182.0 181.98867461707252                         182 181.22666666666666 0.9966666666666667
89600 182.0 181.97861943671833                         182 180.45333333333335 0.9933333333333333
90100 182.0 182.0                         182 182 1.0
90600 182.0 181.9781137014142                         182 180.83333333333334 0.995
91100 182.0 181.97853434420674                         182 180.45333333333335 0.9933333333333333
91600 182.0 181.98100325395615                         182 181.22166666666666 0.9966666666666667
92100 182.0 181.98520786774174                         182 180.84 0.995
92600 182.0 181.99039776635018                         182 181.22666666666666 0.9966666666666667
93100 182.0 181.9580570080914                         182 179.68 0.99
93600 182.0 181.9945854321946                         182 181.61333333333334 0.9983333333333333
94100 182.0 181.9918212652233                         182 181.22666666666666 0.9966666666666667
94600 182.0 181.99862975083443                         182 181.61333333333334 0.9983333333333333
95100 182.0 181.99328423070045                         182 181.22666666666666 0.9966666666666667
95600 182.0 181.99865793101225                         182 181.61333333333334 0.9983333333333333
96100 182.0 181.97766705442032                         182 180.45333333333335 0.9933333333333333
96600 182.0 181.98963060003786                         182 181.22666666666666 0.9966666666666667
97100 182.0 181.99524166599767                         182 181.22666666666666 0.9966666666666667
97600 182.0 182.0                         182 182 1.0
98100 182.0 181.9932200004153                         182 181.22666666666666 0.9966666666666667
98600 182.0 181.99863577643885                         182 181.61333333333334 0.9983333333333333
99100 182.0 182.0                         182 182 1.0
99600 182.0 182.0                         182 182 1.0
100100 182.0 182.0                         182 182 1.0
